emp_no,title,dept_no,first_name,last_name,birth_date,from_date,to_date
493031,Staff,d009,Hironoby,Jakobus,1965-01-23,1991-07-30,9999-01-01
493048,Staff,d007,Muzhong,Berztiss,1965-01-31,1995-01-23,9999-01-01
493096,Engineer,d005,Sachem,Msuda,1965-01-31,1995-04-07,9999-01-01
493278,Engineer,d004,Shaleah,Pileggi,1965-01-28,1999-02-10,1999-10-30
493744,Senior Engineer,d004,Leni,Kropatsch,1965-01-14,1997-07-17,9999-01-01
494019,Staff,d001,Morrie,Iisaku,1965-01-16,1991-05-06,9999-01-01
494088,Senior Engineer,d004,Phule,Dahlbom,1965-01-10,1989-02-06,9999-01-01
494493,Staff,d001,Masasuke,Koprowski,1965-01-10,1996-11-20,9999-01-01
494978,Staff,d003,Bezalel,Himler,1965-01-23,1999-07-09,2002-06-12
494995,Staff,d007,Yongmao,Pouyioutas,1965-01-04,1989-08-24,9999-01-01
495969,Engineer,d004,Geoffrey,Panienski,1965-01-01,1988-11-28,1998-06-07
496100,Staff,d009,Pranjal,Reinhard,1965-01-07,1995-05-08,9999-01-01
496970,Senior Engineer,d004,Giordano,Maquelin,1965-01-03,1999-12-31,9999-01-01
496978,Senior Staff,d001,Danco,Debuse,1965-01-30,1993-09-10,9999-01-01
497007,Engineer,d009,Oldrich,Adachi,1965-01-23,1998-08-09,9999-01-01
497174,Engineer,d005,Sanjiv,Bressoud,1965-01-02,1993-04-27,9999-01-01
497340,Senior Staff,d001,Fayez,Keohane,1965-01-06,1990-09-19,9999-01-01
497391,Engineer,d006,Paris,Lieblein,1965-01-30,1999-05-19,9999-01-01
497409,Engineer,d004,Reinhard,Erde,1965-01-21,1992-12-04,1996-03-13
497660,Senior Engineer,d005,Gritta,Petereit,1965-01-02,1985-04-06,1994-09-05
497835,Technique Leader,d004,Shuho,Laurillard,1965-01-29,1999-10-06,9999-01-01
498185,Senior Engineer,d005,Caolyn,Marciano,1965-01-19,1999-06-06,9999-01-01
498337,Staff,d007,Naraig,Docker,1965-01-30,1997-05-17,9999-01-01
498456,Staff,d009,Geraldo,Gerteisen,1965-01-17,1987-06-05,9999-01-01
498635,Staff,d007,Florian,Pezzoli,1965-01-09,1988-07-22,9999-01-01
498838,Senior Staff,d008,Sanjay,Ciolek,1965-01-16,1989-12-13,9999-01-01
498845,Senior Engineer,d005,Arumugam,Pelc,1965-01-09,1999-11-13,9999-01-01
498955,Senior Engineer,d004,Nechama,Kandlur,1965-01-13,1995-01-16,9999-01-01
499160,Staff,d008,Urs,Rande,1965-01-12,1990-01-25,1991-03-01
499194,Senior Staff,d001,Padma,Delgrange,1965-01-29,1998-01-02,1999-08-27
499260,Engineer,d004,Danae,Honglei,1965-01-11,1998-09-14,9999-01-01
499495,Engineer,d005,Baoqiu,Kakkar,1965-01-14,1999-08-30,9999-01-01
